bio1,bio12,tconmean,lenferr,lenroadr,urbr,popdi,numazr,redre,coorx,coory,fnat,frob,nocom,noreg,areagis_ha,popde,shdi
10.93333333,902,20.16666667,0,2.408220043,0.292613636,0.095486564,5.11,11844,425858,5042322,0,0.056084176,Ponderano,Piemonte,705.190698,553,1.457253666
12.3,1022,18.4,0,2.013802109,0.08180536,0.170212766,5.74,11967,481654,4952562,0.14,0.177455579,Tassarolo,Piemonte,703.4997016,84,1.486863587
9.9,1071.666667,17.46666667,0,0.580387771,0.145659351,0.279220779,34.51,10972,487736,4938822,0.6,0.005381083,Voltaggio,Piemonte,5218.275083,15,1.159541213
10,1005,19.5,0,1.793474167,0.021993449,0.494736842,1.63,8829,440535,5053936,0.36,0.095555494,Curino,Piemonte,2164.921373,22,0.858355678
12.425,886.25,20.275,0,4.053895852,0.138121547,0.328817734,8.58,12663,456739,4991710,0,0.019583287,Terruggia,Piemonte,726.6375159,114,0.629892226
10.8,902,20.05,0,3.49457264,0.49382716,0.020775272,4.57,11347,423751,5043892,0,0.121244926,Occhieppo Inferiore,Piemonte,406.4481074,974,1.275822362
11.3,915,20.3,0,0.777301301,0.010604454,0.068728522,6.99,10671,432666,5040310,0,0.035392481,Benna,Piemonte,938.9001693,124,1.672629226
8.85,1005,18.95,0.114465205,3.455195001,0.706940874,0.006668124,7.29,14587,423582,5049225,0.2,0.054825299,Biella,Piemonte,4668.831928,993,2.315174707
11.55,888.5,20.45,0.048765595,2.579606647,0.103092784,0.414798206,2.19,9178,430367,5030681,0,0.218875883,Dorzano,Piemonte,474.1502476,102,1.334715264
10.95,909.75,20.15,0.159517945,4.055170709,0,0.019546521,3.83,12088,428225,5042752,0,0.023563934,Gaglianico,Piemonte,449.840784,856,1.507117458
9.95,1003.75,19.425,0,3.38804982,0.004301075,0.131201312,5.08,13013,438374,5058032,0.22,0.090629968,Pray,Piemonte,918.4570344,262,0.875244598
10.925,939,20.1,0.049350935,1.595363818,0.157264957,0.126348228,2.51,13092,434735,5048608,0,0.109527395,Quaregna,Piemonte,584.4163887,226,0.912351422
12.8,992.2,19.52,0.256455545,3.580676253,0.085607815,0.077456693,17.39,13398,487502,4970432,0,0.013199604,Tortona,Piemonte,9886.662344,268,1.131442984
12.1,859,20.4,0,3.596420756,0.004282655,0.357142857,9.39,12084,449228,4993921,0,0.165015641,Treville,Piemonte,460.3163063,57,1.011526633
10.3,938.75,19.725,0,3.167452811,0.005263158,0.180519481,6.17,13855,429330,5048170,0.8,0.108331385,Ronco Biellese,Piemonte,384.9278562,394,1.245416206
11,893,20.3,0,3.298863369,0.005740528,0.364912281,2.01,9937,427308,5030579,0.29,0.110296837,Roppolo,Piemonte,865.1154899,104,1.208078023
12.275,947.75,18.3,0,3.814352437,0.015957447,0.580645161,3.19,8731,467216,4945210,0.11,0.136434142,Trisobbio,Piemonte,921.9145333,73,0.904622307
11.125,892,20.275,0,2.028137838,0.089015152,0.158823529,9,13006,424861,5039694,0,0.250771735,Borriana,Piemonte,534.5092943,171,1.55461456
11.4,951,20.4,0,2.267529946,0.025911708,0.063303189,11.99,10619,442827,5046789,0.11,0.043517358,Brusnengo,Piemonte,1045.326756,204,1.458638186
11.5,899,20.4,0,1.133782288,0.002570694,0.514680484,21.4,10625,434605,5037295,0,0.039304018,Massazza,Piemonte,1160.945144,46,1.511371465
11.3,946,20.3,0.053424903,1.479153564,0.99963154,0.218668971,12.18,11127,440861,5046550,0.23,0.21434112,Masserano,Piemonte,2707.322612,85,1.428807452
10.5,907,19.85,0,2.104432086,0.062992126,0.097972973,3.49,12522,421922,5043815,0,0.059776463,Camburzano,Piemonte,380.2474167,313,0.966716985
10.45,977.25,19.8,0,2.922502202,0.004819277,0.221020093,0,12331,436794,5053161,0.25,0.126821684,Mezzana Mortigliengo,Piemonte,430.9224264,149,0.578315839
11.55,888.5,20.45,0.176917799,1.877967789,0.096446701,0.245320197,18.45,9913,432681,5033482,0.05,0.104083583,Salussola,Piemonte,3851.516093,52,1.499235152
11.25,1198,19.85,0,3.294238713,0.840531561,0.00844301,1.88,14102,485695,5062748,0,0.097538472,Solbiate Arno,Lombardia,303.4732732,1381,1.170404706
11.7,1160,20.3,0,1.957420729,0.365853659,0.022881659,3.85,12069,490193,5055072,0,0.142605134,Solbiate Olona,Lombardia,493.1789739,1152,1.706706661
11.45,1130.5,20.2,0.167019683,1.316263681,0.056319581,0.023819782,6.43,12476,476531,5057332,0.17,0,Somma Lombardo,Lombardia,3050.528966,543,1.973992667
11.1,1199,19.7,0,1.945786878,1,0.038126175,4.78,12572,483026,5064855,0,0.426671092,Sumirago,Lombardia,1174.976235,525,1.387933215
10.325,1187.5,18.875,0,5.345858336,0.398773006,0.16031746,23.58,11260,467629,5089149,0,0.00537668,Arizzano,Piemonte,159.9462054,1233,0.852528654
11.275,1185.75,19.6,0.371624448,1.56720195,0.00990099,0.051020408,2.29,12531,476386,5070316,0,0.039104235,Ternate,Lombardia,467.9781266,450,1.871065526
11.45,1212.5,19.85,0.212802914,1.560965021,0.274657857,0.024498747,4.81,12669,493620,5062424,0.19,0.081652893,Tradate,Lombardia,2147.753872,767,1.638058855
11.3,1172,19.6,0,1.684633539,0.024070022,0.212166617,1.98,12099,474530,5072407,0.11,0.273559937,Travedona-Monate,Lombardia,959.6797177,382,1.660882568
7.3,1299,17.5,0,0.468949874,0.002352941,0.245762712,61.11,8892,467530,5096879,0.35,0,Aurano,Piemonte,2115.633577,5,1.425932139
6.5,1330,17.3,0,0.637762521,0.003701419,0.047619048,99.24,4128,466653,5101177,0.35,0,Falmenta,Piemonte,1631.760773,12,1.359910986
11.5,1151,19.3,0,1.315671657,0.065949821,0.063784247,23.07,11233,470345,5089472,0.12,0.014234438,Ghiffa,Piemonte,1465.458925,171,1.074609301
9.8,1281,18.6,0,1.8549263,0,0.037619699,4.6,8253,486478,5083240,0,5.63675E-05,Valganna,Lombardia,1241.846423,121,0.682898969
11.2,1183,19.7,0.69165963,1.61914536,0.795180723,0,3.44,12590,476970,5068546,0,0.021157828,Varano Borghi,Lombardia,333.2090476,675,1.8525916
10.875,1250.25,19.2,0.260666422,2.090420568,0.389586747,0.00842121,4.12,15425,485464,5074513,0,0.066249934,Varese,Lombardia,5483.92528,1522,1.698568606
11.1,1252,19.4,0.420831208,1.892348285,0.007022472,0.012296254,6.68,11508,491265,5068831,0.12,0.157167457,Vedano Olona,Lombardia,708.4801144,1014,1.529569946
9.8,1194.333333,18.73333333,0,2.695333983,0.289340102,0.024707412,3.03,9956,464538,5090755,0.2,0.075495018,Cambiasca,Piemonte,396.4489877,388,1.172926218
10.68,1126.2,19.2,0.307210592,1.270347018,0.173913043,0.026350461,1.6,11567,460719,5084787,0.06,0.001584777,Baveno,Piemonte,1710.02432,275,1.609448666
9.933333333,1199.666667,18.73333333,0,3.750031771,0.018292683,0.104333868,7.72,10006,467369,5090711,0.25,0,Bee,Piemonte,350.4597007,213,0.901820484
9.9,1133,18.9,0.187542377,1.260016442,0.034764826,0.050006632,27.74,11093,456400,5085227,0.07,0.163572017,Gravellona Toce,Piemonte,1421.269638,518,1.55358537
5,1391,16.8,0,0.344065028,0.006782216,0.029032258,131.34,3683,464947,5103089,0.71,0,Gurro,Piemonte,1328.479769,22,1.37673379
7.1,1296,17.6,0,0.984182126,0.005025126,0.04,93.37,9769,466136,5095051,0.27,0,Intragna,Piemonte,992.186979,12,0.99754071
11.3,1223,19.7,0.275039203,1.816535703,0.259965338,0.030107901,5.11,13177,492455,5064869,0,0.157140913,Venegono Inferiore,Lombardia,587.8849075,1068,1.443421049
11.15,1241.25,19.525,0.326270992,2.012681569,0.289855072,0.112481426,5.51,12048,492436,5066696,0.17,0.062327363,Venegono Superiore,Lombardia,673.3758486,987,1.230127298
11.2,1165,19.9,0.351228242,1.694613536,0,0.030425481,4.2,12225,476649,5064274,0.09,0.005655735,Vergiate,Lombardia,2178.322483,404,2.03867886
10.9,1291,19,0,1.589514195,0.215053763,0.101247987,3.33,6652,492638,5079442,0,0.143500275,Viggiù,Lombardia,926.2714271,554,1.14994351
9.6,1251.5,18.4,0,0.533713383,0.276625173,0.064761905,15.97,7775,474838,5095693,0.2,0,Cannero Riviera,Piemonte,1441.930755,74,1.272632251
11.3,918,20.3,0.189903457,3.069971629,0.259067358,0.142574257,5.92,14089,432700,5046344,0.29,0.11110098,Valdengo,Piemonte,767.6829584,331,1.615199842
11.375,903,20.375,0,2.472496525,1,0.133156966,12.86,10927,431006,5038769,0,0.005741972,Verrone,Piemonte,858.5926756,137,1.303805979
8.1,1300.25,17.825,0,0.577454678,0.061523438,0.019087804,17.68,5964,474610,5101691,0.24,0.000782358,Cannobio,Piemonte,5253.349078,100,1.508710666
9.5,1214,18.6,0,0.465803129,0.034435262,0.016949153,78.75,10347,465100,5093290,0.5,0,Caprezzo,Piemonte,725.6523365,23,0.70123759
11.5,1137,19.6,0.111387695,1.099206369,0,0.112120154,1.37,10815,469152,5079862,0,0.06973782,Leggiuno,Lombardia,1318.940928,239,1.251249994
11.4,1206,19.9,0,2.063667047,0.345188285,0.041052114,3.56,11369,490700,5061581,0,0,Lonate Ceppino,Lombardia,483.6668106,904,1.60852844
11.63333333,1106.333333,20.56666667,0.209562421,1.436118467,0.17032967,0.036324042,6.74,11005,479306,5048537,0.3,3.07791E-05,Lonate Pozzolo,Lombardia,2924.060277,405,2.112943258
6.6,1339,17.3,0,0.507382738,0.054024256,0.223300971,83.91,3997,470772,5104362,0.24,0,Cavaglio-Spoccia,Piemonte,1806.810061,15,0.966314918
11.6,1221,18.9,0.224401427,2.016306537,0.093556086,0.044892511,2.63,9537,480841,5094498,0.1,0.048358303,Luino,Lombardia,2100.566784,677,1.701643659
9.4,1266,18.5,0.266775906,0.360923556,0.191846523,0.054112554,4.65,17402,482115,5077140,0,0,Luvinate,Lombardia,407.1254863,333,1.270294438
11.3,1180.666667,19.5,0.533406647,2.644394374,0,0.299191375,1.55,10302,474553,5074667,0,0.449433744,Malgesso,Lombardia,277.2646417,451,0.98393439
10.9,1274,19.2,0.254576995,2.690806469,0.313993174,0.013033175,3.37,10513,490857,5071532,0.1,0.178587299,Malnate,Lombardia,900.1186983,1828,1.774755319
9.9,1295.333333,18.46666667,0,1.17062089,0.286751361,0.002220108,2.04,5972,487430,5087535,0,0,Marchirolo,Lombardia,549.0383999,609,0.578133657
11.875,1148.75,20.5,0,2.491247278,0.457380457,0.002849003,1.94,12432,493256,5052994,0,0.240632222,Marnate,Lombardia,484.6394152,1297,1.494100524
9.5,1296,18.4,0,1.439775876,0.116161616,0.052264808,1.1,7339,489150,5087073,0,0.002744887,Marzio,Lombardia,185.7980187,146,0.520016409
10.46666667,1275,18.7,0,1.746834467,0.333333333,0.136029412,3.48,8534,483432,5085191,0,0,Masciago Primo,Lombardia,180.8174604,148,0.733023094
10.9,919,20.1,0.423684915,4.806295064,0.397374702,0.042181559,2.28,12550,430647,5045833,0,0.201588511,Vigliano Biellese,Piemonte,839.7784834,1003,1.662843962
11.2,1160,19.775,0,1.229286097,0,0.01131626,2.43,10721,474274,5066534,0.29,0.099861354,Mercallo,Lombardia,548.1646618,330,1.128688982
10.26666667,1271.333333,18.56666667,0,2.486546263,0.219959267,0.062550772,4.74,7424,480793,5087883,0.25,0.207122525,Mesenzana,Lombardia,488.3149394,268,0.981359992
10.6,1276,18.6,0,2.298480068,0.512670565,0.50887574,2.33,8822,482854,5090448,0.25,0.064289391,Montegrino Valtravaglia,Lombardia,1010.115179,122,0.858698957
11.45,1152,19.55,0.470509011,1.749330526,0.061425061,0.031395349,3.13,11104,470547,5077651,0,0.136964278,Monvalle,Lombardia,454.0600583,445,1.349785498
11.1,1239,19.5,0.15550876,1.98817187,0.109489051,0.03940769,3.38,12118,487094,5067711,0,0.153717091,Morazzone,Lombardia,560.2456817,780,1.625932016
10.8,991.5,19.975,0,1.93287159,0.029490617,0.133333333,1.98,10078,444548,5052229,0.6,0.284015031,Villa del Bosco,Piemonte,369.909173,102,0.619676628
11.6,907,20.5,0,0.959733016,0.003916449,0.586734694,21.52,8807,437374,5035688,0,0.054578247,Villanova Biellese,Piemonte,787.308852,24,0.865932526
11.2,1179,19.9,0.218193987,1.604243497,0.106882591,0.058131155,5.95,12252,480615,5064848,0,0.439749583,Mornago,Lombardia,1223.561933,360,1.669890809
11.25,1198,19.85,0,3.031649427,0.153846154,0.001403181,1.06,11922,485847,5060751,0,0.233761976,Oggiona con Santo Stefano,Lombardia,274.5078449,1601,1.165026283
11.8,1147.5,20.425,0,2.733735005,0.320547945,0,2.93,13047,490480,5052952,0,0.007132351,Olgiate Olona,Lombardia,720.6560138,1566,1.067637909
10.575,1229,19.05,0,0.985275425,0.11227154,0.139922978,1.88,10454,478408,5080745,0,0.00961177,Orino,Lombardia,372.46114,217,0.670064017
11.25,1170,19.6,0,1.022877818,0.320699708,0.138702461,6.03,9754,473464,5070340,0,0.017256574,Osmate,Lombardia,351.7484203,160,1.513953905
10.4,1302.333333,18.56666667,0.270282793,1.682949231,0.5,0.009778357,3.02,6797,492743,5083758,0,0.02557425,Porto Ceresio,Lombardia,533.7353174,599,1.202710797
11.6,1199,19.1,0.198770402,1.024894515,0.8125,0,3.24,10237,476462,5089591,0,0.047172634,Porto Valtravaglia,Lombardia,1637.393808,154,1.244590882
10.33333333,1271,18.7,0,2.535681436,0.435267857,0.152249135,2.38,8827,482447,5084396,0,0.015916908,Rancio Valcuvia,Lombardia,444.8118176,212,0.84502117
10.525,1295.5,18.775,0,1.8073233,0.250720461,0.045852293,2.69,5727,494168,5080363,0,0.071677813,Saltrio,Lombardia,343.8958177,843,1.044069817
10.9,894,20.1,0,1.778005415,0.001589825,0.302124312,3.47,10191,422504,5037861,0.67,0.108260646,Zubiena,Piemonte,1247.362755,102,0.869318043
9.85,959.5,19.4,0,3.266586372,1,0.18359739,1.11,11972,428723,5049367,0,0.016145694,Zumaglia,Piemonte,261.3650727,425,1.385179722
11.56666667,1134.333333,20.41666667,0.044090047,1.80215095,0.337922403,0.015504886,5.51,11735,483046,5052234,0.11,0.000455851,Samarate,Lombardia,1601.399628,1003,1.399225313
11.26666667,1138.666667,19.83333333,0.366149194,1.70106571,0.319380494,0.118498878,7.93,13074,471630,5065264,0.04,0.000223661,Sesto Calende,Lombardia,2503.788726,430,2.085977057
7.3,1301,17.6,0,0.448940682,0.003805899,0.092436975,78.46,4983,465565,5104828,0.5,0,Cursolo-Orasso,Piemonte,2078.84048,6,1.684000169
11.7,1204.5,20,0,1.58892926,0.196969697,0.008359457,7.64,11951,500993,5060316,0,0.168487987,Cirimido,Lombardia,262.6288956,777,1.463693106
11.7,1141.333333,20.16666667,0,2.73946055,0.002785515,0.011831905,3.45,11948,524734,5066813,0,0.044108151,Barzago,Lombardia,356.1742755,707,1.309412054
11.7,1201,20,0.306276361,1.706141613,0.157258065,0.019399249,4.45,10717,507555,5065140,0,0.157996146,Cucciago,Lombardia,493.0516988,646,1.953645046
11.15,1274.5,19.2,0,1.940930952,1,0.114656032,1.69,9356,499584,5073756,1,0.04499795,Drezzo,Lombardia,195.1228134,564,1.468163309
11.2,1276,19.2,0,2.234528539,0.284009547,0.045730825,2.54,9354,497626,5072677,0,0.142657072,Faloppio,Lombardia,414.1387277,851,1.215802299
11.625,1207.5,19.975,0,1.592266098,0,0.018018018,6.36,12455,499921,5060219,0,0.075704718,Fenegrò,Lombardia,536.0266827,503,1.065993583
11.825,1180.75,20.15,0,1.969803904,0.208080808,0.080025884,4.62,10702,510521,5062181,0,0.0500797,Figino Serenza,Lombardia,495.6086956,978,1.721281196
11.6,1215,19.9,0.501565797,2.805379721,0.58677686,0.018957346,3.13,12099,504317,5065345,0,0.138105368,Fino Mornasco,Lombardia,723.9429012,1200,1.384239302
11.225,1263,19.375,0,2.123320621,0.134228188,0.145169201,3.83,10381,500182,5071567,0,0.101510314,Gironico,Lombardia,441.6329017,477,1.521774619
11.7,1234,19.7,0.935160011,3.090518281,0.247272727,0.010341262,3.08,12789,504417,5068775,0,0.056707965,Grandate,Lombardia,282.5009337,1056,1.396962368
11.6,1100.6,20.42,0,0.894788675,0.029077118,0.044392523,11.98,14602,475512,5052567,0.33,0,Vizzola Ticino,Lombardia,760.5874667,57,1.859409967
11.13333333,1173.666667,19.3,1.433680252,2.092137686,0.040358744,0,1.83,11060,471516,5080539,0,0.2582185,Sangiano,Lombardia,222.0624426,603,1.114537953
11.6,1220,19.9,0,1.936433365,0.722543353,0.023140823,3.25,12421,500921,5063635,0,0.118503179,Guanzate,Lombardia,690.526352,764,1.162748634
12,1153,20.2,0.309952761,3.267506052,0.294589178,0.00485623,4.12,12462,517469,5064916,0,0.054223201,Inverigo,Lombardia,998.6514319,823,1.505529384
10.9,1280,19.1,0,2.07842129,0.024390244,0.007522124,2.28,9505,495487,5072453,0,0.207285281,Albiolo,Lombardia,283.8628538,826,0.99693909
11.75,1188,20,0,2.421403085,0.010582011,0.007207207,2.48,11504,515839,5069668,0,0.014005321,Alserio,Lombardia,199.2146779,596,1.428145878
11.6,1201,19.9,0.29980455,2.470488304,0.026109661,0.102063213,5.92,11424,514206,5067532,0,0.058763036,Alzate Brianza,Lombardia,758.47005,629,1.250773017
11.75,1188,20,0.621211859,2.909576228,0.261398176,0.092649784,3.88,12704,516205,5068450,0,0.013097072,Anzano del Parco,Lombardia,324.5035591,508,1.357935165
11.95,1165,20.1,0.561490947,2.828454004,1,0.005502063,4.03,12498,518946,5067334,0,0.058224401,Lambrugo,Lombardia,183.5968038,1152,1.353761854
11.4,1229,19.8,0,1.525499944,0,0.122767224,4.89,13706,497513,5064735,0.08,0.025531716,Appiano Gentile,Lombardia,1280.762212,560,1.168459879
11.85,1166.5,20.15,0.957984453,3.28083405,0.671532847,0.005594093,3.46,11802,516372,5063022,0,0.022693827,Arosio,Lombardia,258.2209551,1650,1.308179805
11.7,1192,20.1,0,1.619614158,0.118303571,0.092715232,4.09,11489,498262,5059291,0,0.054693663,Limido Comasco,Lombardia,456.3579082,576,1.332470013
10.925,1234,19.35,0,2.719623767,0.398373984,0.042187217,1.71,12388,509472,5070801,0,0.058145102,Lipomo,Lombardia,229.7665669,2341,1.102176193
11.5,1206.333333,19.93333333,0.148348529,1.252431785,0.003430532,0.021969697,5.61,11919,494092,5059589,0.14,0.205834603,Locate Varesino,Lombardia,603.6360569,692,1.527382259
11.8,1189,20.1,0.431049769,2.083433888,0.192307692,0.028237952,7.19,12889,502520,5059737,0,0.128310647,Lomazzo,Lombardia,947.6978571,886,1.438396002
11.05,1257,19.45,0,2.023481852,0.316622691,0.053679654,3.81,10512,496262,5068763,0,0.044891844,Beregazzo con Figliaro,Lombardia,380.4668679,630,1.201317765
10.9,1258,19.4,0,0.935032726,0.278499278,0.015591779,9.48,10122,493867,5069061,0,0.052981993,Binago,Lombardia,711.943719,639,1.331270977
11,1292.333333,19.03333333,0,1.604337518,1,0,3.16,7972,495666,5075813,0.25,0.208163265,Bizzarone,Lombardia,267.0490933,562,0.999880285
11.55,1240.5,19.65,0.212963711,3.168468972,0,0.005489865,3.58,11588,503250,5067464,0,0.051543053,Luisago,Lombardia,216.1340689,1178,1.49517648
11.8,1177.25,20.075,0.423096536,3.583627171,0.279569892,0.079112599,3.84,12413,517211,5066971,0,0.069954031,Lurago d'Erba,Lombardia,469.8754793,1056,1.427400339
11.55,1210.5,19.95,0,1.488264955,0.533333333,0.008625063,5.04,12507,498102,5061225,0,0.04462861,Lurago Marinone,Lombardia,388.5387835,574,1.355168859
11.33333333,1244,19.63333333,0,2.344936098,0.658783784,0.012969635,2.06,11698,499483,5068016,0,0.080820184,Lurate Caccivio,Lombardia,592.5463669,1694,1.291617638
11.9,1179,20.3,0,2.261509543,0.155698234,0.007432036,5.65,11566,504458,5060173,0,0.09132287,Bregnano,Lombardia,617.3660319,884,1.293999134
11.7,1180,20.1,0.115041371,1.351831065,0.125514403,0.273527793,4.95,10212,514192,5065131,0,0.074662085,Brenna,Lombardia,483.1098298,383,1.533416374
11.4,1238,19.7,0,1.196217845,0.155844156,0.008029441,2.7,11357,500433,5066018,0,0.140460605,Bulgarograsso,Lombardia,377.3325479,853,1.483106377
12.2,1141,20.5,0.224011411,2.756423949,0.153061224,0.024257963,3.93,11269,513602,5060483,0,0.043940678,Mariano Comense,Lombardia,1380.26962,1578,1.678970454
11.725,1200.75,20.05,0.473333396,2.427286286,0.451977401,0.036402245,3.1,11903,503294,5063102,0,0.204390318,Cadorago,Lombardia,719.3101106,982,1.573141721
10.9,1277,19.15,0,1.575909609,0.431818182,0.024128686,6.86,9780,493368,5072744,0,0.287689474,Cagno,Lombardia,352.9504564,562,1.266858223
11.9,1175,20.1,0.557377463,1.979598846,0.598915989,0.087408949,3.92,12508,517741,5069565,0,0.014301046,Monguzzo,Lombardia,372.7040141,542,1.31211794
11.425,1252.75,19.5,0,2.444577988,0.347490347,0.03933892,3.76,11765,502379,5070866,0,0.10744577,Montano Lucino,Lombardia,522.3120747,875,1.516355603
10.65,1232.5,19.25,0,2.574464187,0.283286119,0.017276014,4.6,14607,511339,5069765,0,0.079644005,Montorfano,Lombardia,351.6886893,739,1.534234018
11.63333333,1194.5,20.08333333,0.218231575,1.174538728,0.193050193,0.003636893,7.43,12635,496085,5057970,0,0.163918925,Mozzate,Lombardia,1068.149889,714,1.662139308
11.6,1194,20,0.244938981,2.884258422,0.252372735,0.014564902,3.94,11727,510871,5065096,0,0.034274558,Cantù,Lombardia,2325.344494,1575,1.627302188
11.3,1226,19.6,0.182723798,2.917001776,0.149384886,0.042157471,2.66,12349,509928,5068545,0,0.06051596,Capiago Intimiano,Lombardia,571.7466945,913,1.493074855
11.9,1176.333333,20.2,0,3.048529602,0.102473498,0.005192108,4.76,10536,510273,5060527,0,0.029065389,Novedrate,Lombardia,292.0991161,1042,1.441092355
11.2,1256,19.5,0,2.154815175,0.330275229,0.036700792,4.09,11772,497669,5070266,0.1,0.142278647,Olgiate Comasco,Lombardia,1096.440214,993,1.321237663
11.16666667,1247.666667,19.56666667,0,2.131577674,0.022140221,0.047687172,1.64,11375,497758,5066828,0,0.076041667,Oltrona di San Mamette,Lombardia,268.8010218,808,1.240695634
11.03333333,1218,19.53333333,0,2.917107454,0.112107623,0.013247863,2.89,12977,513618,5069424,0,0.05138207,Orsenigo,Lombardia,446.0690496,551,1.406046529
11.6,1194,20.1,0.251304769,1.232391846,0.03868472,0.023300971,6,13105,495273,5059507,0,0.095883177,Carbonate,Lombardia,492.3720245,533,1.83962891
11.85,1185.5,20.15,0.543245408,2.485631735,1,0.000788436,5.13,16533,508646,5061643,0,0.075910207,Carimate,Lombardia,517.1857568,782,1.744081274
11.95,1160.5,20.3,0.295780817,2.913604589,0.483091787,0.07362885,1.92,11136,515068,5062649,0.25,0.074645369,Carugo,Lombardia,419.4503144,1384,1.572345323
11.15,1274.5,19.2,0,1.689641966,0.097222222,0.008474576,2.83,11561,500333,5073094,0,0.035369049,Parè,Lombardia,221.3809261,785,1.533502307
11.65,1219.5,19.825,0.656813805,2.588662137,0.026168224,0.015974441,4.53,13672,505698,5067357,0,0.115815477,Casnate con Bernate,Lombardia,522.2066512,857,1.692588193
11.575,1229,19.775,0,2.222504782,0.115942029,0.161832703,4.52,14773,502095,5066390,0,0.072962108,Cassina Rizzardi,Lombardia,350.7297787,736,1.430675912
11.1,1245,19.5,0,0.986462746,0.010869565,0.036036036,5.35,10497,495458,5067274,0,0.046438432,Castelnuovo Bozzente,Lombardia,362.1951614,220,0.969470323
11.1,1273,19.2,0,2.166742758,0.152985075,0.004024881,2.13,12212,502231,5073365,0.25,0.039321454,Cavallasca,Lombardia,268.8081984,1051,1.167247451
11.8,1191.25,20.125,0.046407059,2.724345895,0.304455446,0,6.94,12361,506408,5060764,0,0.062677958,Cermenate,Lombardia,818.3120627,1083,1.466166281
11.725,1099.25,20.225,0.443003819,2.225293287,0.071925754,0.002298851,3.18,11280,532772,5066921,0.2,0.001236613,Airuno,Lombardia,428.5926409,638,1.505783389
10.1,983.5,20,0,3.359350882,0.990909091,0.011707989,2.19,11003,565217,5072484,0,0.045750401,Fiorano al Serio,Lombardia,106.0063271,2759,1.419652554
11.83333333,1068,20.7,0,1.388864672,0.010040161,0.094043887,8.28,12477,478227,5044640,0.25,0,Nosate,Lombardia,487.6260136,130,1.694436293
9.98,933.8,20.24,0,0.746115107,0.007182761,0.258909853,3.78,9690,574351,5062280,0.17,0.042735314,Adrara San Martino,Lombardia,1260.553843,158,0.977787383
10.625,1069.5,19.95,0,1.685550713,0.043572985,0.161641541,1.86,8675,545009,5070680,0,0.136720169,Capizzone,Lombardia,467.8876901,275,0.848739275
12.7,990.5,21.1,0,1.7067676,1,0.001241037,5.66,11912,541435,5051251,0,0.108162806,Capriate San Gervasio,Lombardia,578.1083638,1299,1.42946155
10.675,1086.75,19.925,0,1.830622893,0.069767442,0.220687212,3.71,10822,538655,5067428,0.11,0.136592363,Caprino Bergamasco,Lombardia,878.3816929,338,1.131128645
11.55,945,21,0,1.205305421,0.258732212,0.029504742,1.97,9259,571155,5060310,0,0.224775364,Foresto Sparso,Lombardia,786.8342096,386,1.059394953
10.6,992,20.3,0,1.320291729,1,0.043796511,4.54,11656,563956,5067525,0.17,0.023263564,Albino,Lombardia,3180.937461,553,1.301117155
12.2,1026.5,20.75,0,1.812951145,0.005102041,0,2.12,11100,547813,5065120,0,0.030195471,Almè,Lombardia,200.0294254,2947,1.374826779
12.13333333,950.1666667,21.11666667,0.181355147,1.584408739,0.386806597,0.091046126,12.24,10246,565363,5056950,0,0.07849404,Carobbio degli Angeli,Lombardia,682.0928883,584,1.603294857
11.7,943.5,21.1,0,1.582974688,0.080385852,0.185800604,2.52,8833,569748,5056847,0.33,0.207631049,Gandosso,Lombardia,312.6704588,459,1.028384007
10.975,1060,20.075,0,1.805742255,0.491362764,0.136696501,2.24,10490,544088,5066424,0.36,0.137011616,Almenno San Bartolomeo,Lombardia,1060.642395,517,1.708488309
11.575,1049.5,20.425,0,2.049941635,0.332631579,0.027816171,2.02,10850,546030,5066690,0.2,0.130197654,Almenno San Salvatore,Lombardia,473.0482197,1230,1.160880919
12.13333333,1052.666667,20.66666667,0,1.762409654,0.687214612,0.010142478,2.6,12086,537983,5061314,0,0.13956985,Carvico,Lombardia,458.9098702,994,1.43666782
10.525,965.25,20.425,0,1.462464306,0.034749035,0.034216336,6.08,8655,568641,5067580,0.5,0.001347138,Gaverina Terme,Lombardia,519.6229516,181,1.251485274
12.1,1000,20.8,0,1.271838298,0.551005212,0.022953265,3.27,12100,555735,5066811,0.21,0.057313437,Alzano Lombardo,Lombardia,1368.436402,946,1.383539001
11.9,1055.5,20.55,0.941462332,1.589287856,0.046296296,0.004888889,1.56,12210,541927,5063214,0,0.34784467,Ambivere,Lombardia,327.5642201,699,1.485504451
12.83333333,961.3333333,21.2,0.312425765,2.043925994,0.354609929,0.043938348,6.39,11117,547967,5046817,0,0.00708502,Arcene,Lombardia,434.7235982,1071,0.910718882
10.15,951.5,20.275,0,1.293398409,0.120396601,0.006900518,2.64,9216,570500,5066257,0,0.014114802,Casazza,Lombardia,711.3134112,517,1.72041483
9.96,971.6,20.06,0,0.870127586,0.356083086,0.070663191,6.2,11208,567660,5075085,0.36,0.063118948,Casnigo,Lombardia,1362.189346,248,1.816813268
12.33333333,957.3333333,21.1,0.183292786,1.464701548,1,0.029303234,4.12,10457,564920,5057891,0,0.032083684,Gorlago,Lombardia,569.7562021,872,1.666313178
12.36666667,995.6666667,20.86666667,0,2.163064008,1,0,2.34,16260,555702,5061195,0,0.00468254,Gorle,Lombardia,252.0004265,2285,1.085842088
