bio1,bio12,tconmean,lenferr,lenroadr,urbr,popdi,numazr,redre,coorx,coory,fnat,frob,nocom,noreg,areagis_ha,popde,shdi
11.15,820,16.8,0,2.858091745,0.414814815,0.140983607,6.73,6812,430938,4914549,0,0.035883684,Montezemolo,Piemonte,693.6277172,41,1.098576413
12.9,731,18.6,0,2.468043181,0.008426966,0.470411234,5.1,9023,411062,4929839,0,0.085351957,Piozzo,Piemonte,1430.431522,69,1.552996999
12.3,722,19.7,0.198788735,2.657465315,0.006896552,0.14684554,2.07,9916,411130,4952930,0,0.086700539,Pocapaglia,Piemonte,1747.740694,166,1.289620181
10.4,1046,19.6,0.316597643,2.362940548,0.004103967,0.117772109,3.13,12103,448971,5059702,0.21,0.216692131,Grignasco,Piemonte,1433.366234,329,1.015815914
12.6,703,20.1,0,2.801094554,0.033578174,0.075268817,3.26,10733,426923,4957230,0,0.060673684,Magliano Alfieri,Piemonte,950.0011857,181,1.555320795
12.76666667,711.8333333,19.78333333,0.084663683,3.398566816,0.148075025,0.363160649,2.1,9979,416566,4951531,0,0.226684773,Monticello d'Alba,Piemonte,1023.578838,198,1.799408157
10.2,1122,19.3,0,1.86490129,0.05,0.074758842,3.21,10678,459582,5067240,0.33,0.058572276,Invorio,Piemonte,1737.174462,227,1.0226902
11.7,971.25,20.45,0,1.532581112,0.017906336,0.042589438,8.23,12021,454760,5038118,0,0.08408161,Landiona,Piemonte,728.3354739,83,1.436749586
9.57,891.3,16.95,0.064113842,1.644057224,0.030646644,0.158692563,8.88,9198,403748,4911342,0.03,0.035411976,Magliano Alpi,Piemonte,3322.036617,66,1.605530153
11.6,738,18.9,0,2.262916379,0.014543631,0.54047976,4.07,7450,432888,4947795,0.05,0.186635715,Mango,Piemonte,2003.096443,68,1.470944728
10.8,1061,19.8,0,2.690242716,0.051546392,0.105168269,5.6,11159,454328,5060819,0.27,0.2188447,Maggiora,Piemonte,1065.869978,165,1.163925031
11.725,983.25,20.5,0.430162535,2.133717623,0.006802721,0.110687023,10.87,10519,457953,5038662,0,0,Mandello Vitta,Piemonte,585.4086572,46,0.599019354
11.325,1094.75,20.275,0.55660769,3.462234426,0.028061224,0.054015636,6.09,10855,471150,5053045,0.11,0.193132937,Marano Ticino,Piemonte,778.7922354,194,1.650437077
12.45,755.5,17.75,0,2.114369576,0.068306011,0.367357251,8.04,8841,395604,4920436,0,0.00625904,Morozzo,Piemonte,2219.186941,90,0.356833295
11.1,821,16.7,0,1.758001993,0.405940594,0.249433107,4.44,9540,428195,4912757,0.19,0.025643204,Priero,Piemonte,2000.922876,24,1.177058214
12.65,706,20.2,0,3.647836841,0.44198895,0.174335378,2.52,9342,425763,4960255,0,0.086229043,Priocca,Piemonte,903.0619532,219,0.950568672
10.74,1123.4,19.5,0.442251541,2.447407684,0.222079589,0.295173003,1.92,12178,463306,5070285,0,0.06735325,Meina,Piemonte,753.4940704,309,1.355519984
11.175,1086.25,20.2,0,4.08046172,0.031620553,0.054679285,5.22,10887,468823,5051981,0.25,0.137510202,Mezzomerico,Piemonte,771.869165,132,1.457651503
10,1117,19.13333333,0.24323709,1.870426177,0.196629213,0.120671563,3.4,11006,456025,5072732,0.14,0.064281833,Miasino,Piemonte,552.0954632,178,0.918657319
12.5,761,17.7,0.026411872,2.036315248,0.043327556,0.300693909,6.91,9383,394463,4917210,0,0.042720768,Margarita,Piemonte,1137.621716,116,0.704519113
11.35,778.5,17.5,0,2.529613481,0.273972603,0.331775701,7.14,8486,421582,4925132,0.26,0.039037715,Murazzano,Piemonte,2767.583431,30,1.430289744
11,812,17.4,0,2.570254919,0.481047553,0.74796748,4.59,7992,431571,4926900,0.23,0.038025276,Prunetto,Piemonte,1436.152364,34,1.730112857
11.5,1042,20.4,0.224537546,1.944935988,0.019003378,0.084919473,13.92,11414,466041,5046327,0,0.113574417,Momo,Piemonte,2359.074136,115,1.215238179
12.7,723.5,19.05,0.165556366,2.412226026,0.000379075,0.216944024,7.07,9111,410557,4938707,0,0.117860717,Narzole,Piemonte,2618.257126,127,1.563792102
11.4,1167,19.5,0.375533989,1.575394185,0.01035503,0.021604564,3.02,10858,473240,5077323,0,0.258479499,Besozzo,Lombardia,1394.537353,650,1.469651971
11.4,1194,19.5,0.22973272,0.721562326,0.429086538,0,1.91,11575,477839,5073455,0,0.113665725,Biandronno,Lombardia,952.0899183,378,1.459181146
9.5,1287,18.4,0.414864999,1.322730708,0.29494382,0.042698998,6.13,8565,489732,5080732,0,0.087211949,Bisuschio,Lombardia,702.996343,561,1.066061976
11.25,1205.25,19.575,0,1.728782287,0.026966292,0.03777336,4.62,13936,480715,5070645,0,0.156935572,Bodio Lomnago,Lombardia,403.8553061,461,1.745799608
11.36,1169.2,19.52,0.144646207,1.585012334,0.055467512,0.09775641,3.14,11024,472073,5075347,0,0.170704365,Brebbia,Lombardia,686.8628959,515,1.862738773
11.3,1183,19.5,0.590167684,0.878561627,0,0.022038567,0.84,11230,475730,5074204,0,0.56857442,Bregano,Lombardia,229.2440402,325,0.977468362
10.6,1228,19,0,0.753041479,0.075294118,0,2.18,9999,475699,5083683,0.2,0.153873745,Brenta,Lombardia,418.2044553,401,1.016194935
11,1246,18.9,0.202811476,1.147507572,0.739659367,0.152631579,1.62,11113,477908,5091731,0.12,0.027435655,Brezzo di Bedero,Lombardia,995.4210039,120,1.176442422
9.875,1271.75,18.65,0,0.546640885,0.012480499,0,3.17,10423,483926,5081606,0.17,0,Brinzio,Lombardia,639.6334188,134,0.560141845
9.2,1274,18.3,0,1.799711653,0.316455696,0.066603235,1.52,7594,479705,5088758,0.33,0.009789341,Brissago-Valtravaglia,Lombardia,611.8863569,189,0.807836869
11.05,1223.5,19.5,0,2.897395399,0.274390244,0.135220126,3.32,13703,484347,5068151,0,0.354135802,Brunello,Lombardia,161.9988291,613,1.339518469
10.46666667,1312.333333,18.5,0,1.496915144,0.472175379,0.060773481,0.3,9391,491033,5087459,0,0.012411528,Brusimpiano,Lombardia,590.5770929,189,1.080598288
11.05,1238.5,19.35,0,3.743297052,0.222222222,0.013694268,1.66,13454,484997,5070075,0,0.017728089,Buguggiate,Lombardia,250.4536931,1249,1.199119015
11.75,1131,20.5,0.412770681,2.626137985,0.64420218,0.004215185,6.21,13821,487692,5050315,0,0.051523661,Busto Arsizio,Lombardia,3065.972872,2622,1.424001359
10,1297,18.4,0,1.14312419,0.146341463,0.109357384,1.62,5486,487004,5090453,0.1,0,Cadegliano-Viconago,Lombardia,1027.181983,172,0.416737121
11.4,1159,19.6,0,1.601401223,0.278,0.089410273,4.03,10168,472042,5071380,0.2,0.191941624,Cadrezzate,Lombardia,472.7996341,327,1.843512958
11.5,1192,20.1,0,1.772410739,0.003536693,0.072729763,5.3,10956,489003,5059541,0,0.31373019,Cairate,Lombardia,1126.352607,669,1.506909402
10.93333333,1276.333333,19.13333333,0,1.884429422,0.346534653,0.016965127,4.29,9030,491577,5074766,0.11,0.404613835,Cantello,Lombardia,913.3415384,485,1.371825127
10.95,1199,19.225,0.014974855,1.249548116,0,0.037591101,4.97,11302,473156,5080486,0.25,0.077920811,Caravate,Lombardia,512.695959,509,1.325772334
11.45,1144,20.35,0,2.288702753,0.252665245,0.000993049,1.08,11946,481046,5054650,0.2,0,Cardano al Campo,Lombardia,941.9801387,1372,1.324799438
11.3,1201,19.875,0,1.673317893,0,0.013300231,3.84,11684,487520,5062708,0,0.325328741,Carnago,Lombardia,621.3126065,937,1.320669344
11.1,1225,19.575,0,2.065972605,0.172597865,0.026075619,3.45,11216,486821,5065174,0.12,0.317963614,Caronno Varesino,Lombardia,574.9408657,847,1.092272706
11.2,1192,19.7,0.010672773,1.564295571,0.844277674,0.029752066,4.35,11106,479078,5067825,0.11,0.180715723,Casale Litta,Lombardia,1058.78773,230,1.688300263
10.025,1249.5,18.675,0,1.092209301,0.001371742,0.003314002,4.04,10009,477317,5084437,0.14,0.043863003,Casalzuigno,Lombardia,732.2758173,173,0.709392861
10.5,1312.75,18.5,0,1.9854162,0.305429864,0.023531663,22.01,5661,489332,5089311,0,0.000787916,Lavena Ponte Tresa,Lombardia,444.2117198,1200,0.947421808
11.4,1153,19.4,0.310200442,1.144185041,0.361882716,0.036057692,1.69,12065,469967,5083787,0,0.099527839,Laveno-Mombello,Lombardia,2353.010678,347,1.351446544
11.5,763.5,18.55,0,2.30787481,0.021834061,0.397905759,2.87,7705,434547,4943147,0,0.179740882,Rocchetta Belbo,Piemonte,450.7640347,42,1.241729067
12.95,712.5,19.7,0,3.321061435,0.689289502,0.486772487,3.4,12771,418047,4947790,0,0,Roddi,Piemonte,935.304691,151,1.799141065
11.5,850,20.6,0,3.753026331,0.103915663,0.162004662,4.1,12566,404137,5024327,0.08,0.068651017,Agliè,Piemonte,1314.622078,199,1.651389131
12.7,799,20.8,0.311658043,2.41310312,0.095541401,0.075407991,6.73,10297,380324,4975382,0,0.005788059,Airasca,Piemonte,1573.929773,233,0.950164507
11.68333333,748.3333333,18.36666667,0,2.521438192,0.017241379,0.597796143,3.39,8904,422054,4936235,0.09,0.253757711,Roddino,Piemonte,1058.486719,37,1.112395677
11.375,756,18.45,0,2.747579741,0.015837104,0.38876652,3.47,9989,425695,4942105,0,0.259325424,Rodello,Piemonte,890.0389976,110,1.241014833
11.4,805,17,0.555928933,2.371234922,0.020128088,0.344897959,4.91,11018,427721,4916226,0.56,0.016629859,Sale delle Langhe,Piemonte,1050.5176,47,1.454898499
11.9,782,17.2,0,1.774974847,0.004938272,0.823834197,5.59,9366,426407,4917399,0.33,0.037031533,Sale San Giovanni,Piemonte,807.4230455,22,1.169710757
11.1,1212,19.7,0.995470658,3.900576027,0.065104167,0.005488921,3.56,13384,484468,5063635,0,0.265423353,Albizzate,Lombardia,388.2066921,1285,1.116372081
10.58,1279.6,18.94,0.379346207,1.498614375,0.009868421,0.016918103,6.4,9020,489891,5077971,0.08,0.19352817,Arcisate,Lombardia,1212.644432,804,1.465196651
11.2,1165,20,0.074937362,1.02795545,0.420289855,0.018407629,5.09,11455,479356,5060380,0.17,0.00692944,Arsago Seprio,Lombardia,1050.587494,449,1.404980946
11.125,1228,19.45,0,1.961481259,0.127118644,0.017277487,3.63,13472,483759,5069580,0,0.067240691,Azzate,Lombardia,450.6214724,858,1.423390901
10.55,1237,18.95,0,1.114498368,0.466666667,0.044222539,2.44,12697,477274,5081714,0,0.294309916,Azzio,Lombardia,217.2180807,316,1.045161443
10.525,1230.75,19.1,0.177945802,1.094935023,0.064676617,0.045400943,2.11,15158,481200,5077383,0,0,Barasso,Lombardia,392.3230669,428,1.255202283
10.975,1204.75,19.325,0,1.865308228,0.517241379,0.051724138,2.77,10675,476379,5075612,0,0.125690663,Bardello,Lombardia,251.567116,598,1.663487367
10.3,1276.5,18.675,0,2.098210743,0.015686275,0.023255814,2.9,11349,484335,5084265,0,0,Bedero Valcuvia,Lombardia,256.3587824,254,0.827799641
10.7,1302,18.7,0.431750894,1.493130379,0.030812325,0.003829787,4.11,7114,492022,5081729,0,0.097465035,Besano,Lombardia,343.2007666,678,1.098003849
11.3,1175,20,0.453924229,2.223280691,0.2578125,0.032559104,3.41,11894,481543,5060897,0.38,0.179713518,Besnate,Lombardia,747.6857321,654,1.527104489
10.35,1219,18.75,0.218182133,1.192176152,0.002863962,0.27865512,2.5,11305,473993,5087478,0.05,0.01179968,Castelveccana,Lombardia,2078.874465,97,1.140877183
11.175,1232.5,19.575,0,2.413880269,0.179125529,0.019490644,4.46,12305,489595,5066812,0.14,0.276944481,Castiglione Olona,Lombardia,690.0306067,1117,1.572443522
11.05,1222.5,19.55,0.624343988,3.030012185,0.07486631,0.012804626,1.79,12023,485258,5066611,0,0.275791434,Castronno,Lombardia,375.9001246,1370,1.527594036
11.4,1184,20,0.392376613,3.008095524,0.866873065,0.007101086,2.38,11600,484191,5059995,0,0.285718592,Cavaria con Premezzo,Lombardia,331.7623887,1541,1.057165867
11.3,1202.333333,19.56666667,0,1.27327906,0.054404145,0.084076433,2.87,10696,479273,5071840,0,0,Cazzago Brabbia,Lombardia,400.3894742,212,1.555236707
12,1156,20.5,0.176061096,1.186819002,0.082417582,0.013359438,4.86,12056,497174,5055514,0,0.332255515,Cislago,Lombardia,1113.358388,835,1.266495748
8.4375,1278.125,17.9625,0,0.95505435,0.022376132,0.01055409,5.2,6912,472318,5098384,0.41,0,Trarego Viggiona,Piemonte,1890.064235,20,1.156541025
10.6,1201,19,0.240137365,1.41956696,0.295909487,0.007530931,7.42,10778,473743,5083711,0.25,0.08230549,Cittiglio,Lombardia,1110.735877,332,0.895819854
10.9,1294.5,19,0,2.238957357,0.162068966,0.210392257,3.48,5359,494047,5078163,0,0.201655607,Clivio,Lombardia,298.3842944,693,1.043030721
11.2,1200,19.4,0.36880773,1.31290808,0.00209205,0.014782609,2.34,10778,476450,5079143,0,0.111772864,Cocquio-Trevisago,Lombardia,980.5587909,492,1.155966882
11.2,1174,19.7,0,1.516030507,0.012605042,0.092901879,2.23,11594,474950,5068820,0.25,0.063852029,Comabbio,Lombardia,468.7447031,215,1.539055593
9.7,1254,18.7,0.28496585,1.155806312,0.424778761,0.004251701,1.71,15738,480079,5077710,0,0.002054313,Comerio,Lombardia,554.9323189,451,1.014856415
10.3,1286.5,18.5,0,1.134875156,0.010869565,0,0.59,5170,484486,5092129,0,0.000373544,Cremenaga,Lombardia,455.1006776,170,0.402496473
10.15,1299.75,18.525,0.021341961,0.888197429,0.055995131,0.096900489,1.98,8304,489769,5083985,0.24,0.031055939,Cuasso al Monte,Lombardia,1618.373192,198,0.613229087
9.9,1295.333333,18.46666667,0,1.977976775,0.239520958,0.078787879,1.49,5539,485958,5087749,0,0,Cugliate-Fabiasco,Lombardia,654.3825399,443,0.790547127
10.2,1293,18.6,0,1.497305106,0.132450331,0.074146724,1.92,6956,484714,5086809,0,0.001815451,Cunardo,Lombardia,605.9066034,444,0.897932163
10.225,1263,18.675,0,1.590851685,0.38961039,0.023171135,3.9,9358,480220,5084004,0.25,0.043190031,Cuveglio,Lombardia,752.7169971,419,0.983062894
10.5,1246,18.9,0,0.974566315,0.121416526,0.120132013,2.89,10472,479648,5081649,0,0.039989931,Cuvio,Lombardia,595.8954692,272,1.293812682
11.1,1214,19.6,0,1.614120891,0.007462687,0.031131359,4.93,12443,481918,5068849,0,0.247409874,Daverio,Lombardia,402.492965,684,1.424170211
9.85,1260,18.6,0,1.318420848,0.003984064,0.006756757,9.15,9904,479501,5085395,0.25,0.009154788,Duno,Lombardia,249.0518111,65,0.324266205
9.4,1161,18.5,0.415629316,0.867768738,0.032906764,0.068694799,4.78,10244,456158,5091377,0.21,0.042097152,Mergozzo,Piemonte,2699.470372,77,1.81088869
11.65,1177,20.225,0,2.206344586,0.461893764,0.020829334,4.37,11943,489525,5057024,0,0.143671739,Fagnano Olona,Lombardia,868.0904567,1240,1.688852087
11.6,1114.8,20.46,0.196384099,1.300286227,0.211515864,0,3.77,10582,479642,5051796,0,0,Ferno,Lombardia,865.7937918,787,1.194869976
10.6,1278.5,18.7,0,2.397926317,0.168918919,0.221631206,4.82,7715,483441,5086356,0,0.022404193,Ferrera di Varese,Lombardia,152.652011,441,1.345066378
11.6,1153,20.3,0.676332341,3.723485455,0.567000477,0.000107849,3.01,14613,483889,5056605,0.1,0.000452763,Gallarate,Lombardia,2098.227029,2333,1.456460324
11.2,1217.5,19.55,0,1.704192632,0.018918919,0.071090047,3.55,16351,482235,5070716,0,0.002412361,Galliate Lombardo,Lombardia,327.4838456,227,1.55599033
7.3,1283.5,17.7,0,0.185207914,0.023310023,0.222506394,38.03,8794,462783,5095945,0.44,0,Miazzina,Piemonte,2117.500575,19,1.577079998
10,1242,18.9,0.234486261,1.224859798,0.377811094,0.000425532,1.53,12683,478718,5076516,0,0.043385574,Gavirate,Lombardia,1200.861223,707,1.476085463
11,1233,19.4,0.670722836,3.373978091,0.010526316,0.029665707,3.87,12776,486918,5069521,0,0.255644378,Gazzada Schianno,Lombardia,484.1148881,954,1.688072088
10.95,1199,19.225,0.464584843,1.659817333,0.217391304,0.081896552,4.01,11249,475221,5081030,0,0.37080578,Gemonio,Lombardia,367.4689574,734,1.392393293
11.12,1233,18.86,0.299655528,2.049700156,0.097244733,0.014460512,2.58,8949,478656,5093135,0,0.018047985,Germignaga,Lombardia,465.9804996,603,1.22816598
11.3,1127,20.1,0,1.554729935,0.142664872,0.052313883,4.87,12560,473816,5060440,0.29,0,Golasecca,Lombardia,743.6427905,335,1.511371016
11.7,1178.5,20.25,0,1.849564531,0.252808989,0.009925558,5.63,12176,492306,5056982,0,0.257076386,Gorla Maggiore,Lombardia,515.8019991,937,1.502135215
11.8,1163.5,20.4,0,1.445522611,0.332901554,0.011684126,6.21,11862,493259,5054919,0,0.297881158,Gorla Minore,Lombardia,748.051256,1023,1.523737214
11.2,1226,19.63333333,0,1.739441425,0.025104603,0.100999474,3.28,11612,489271,5064752,0,0.381604447,Gornate Olona,Lombardia,469.5733102,419,1.815592005
10.6,1278.5,18.7,0,1.555781431,0.52173913,0.016806723,3.95,7710,482980,5088186,0,0.184737974,Grantola,Lombardia,204.5587398,591,1.088444721
11.3,1193,19.6,0,0.928003678,0,0,3.32,11223,479000,5070349,0,0.090311447,Inarzo,Lombardia,243.3843088,352,1.456135265
11.4,1174,19.1,0,1.064797832,0.001484414,0.424641148,27.04,7295,472475,5093525,0.25,0,Oggebbio,Piemonte,2143.901429,46,1.39162138
11.16666667,1125.333333,19.33333333,0.055700463,2.058423875,0.566454014,0.022968667,9.98,11676,464354,5086942,0.08,0.044698534,Verbania,Piemonte,3749.335508,819,1.948689087
10.6,1282,18.9,0.273363386,1.603041652,0.522088353,0.011111111,6.25,11433,487260,5078147,0.2,0.117892524,Induno Olona,Lombardia,1236.55444,803,1.467286883
11.225,1192.5,19.85,0.358236261,2.586715488,0.421836228,0.021544369,2.64,12594,483891,5061572,0,0.269345929,Jerago con Orago,Lombardia,387.4218866,1208,1.150011177
10.35,1179,18.95,0,1.846550814,0.014124294,0,2.27,10618,466152,5090125,0.33,0.009672839,Vignone,Piemonte,338.0573005,325,1.207991814
9.1,1241,18.3,0,1.735985107,0.096904441,0.068920676,15.45,10441,468980,5092219,0.25,0,Premeno,Piemonte,787.9645366,104,1.116063534
8.35,1222,18.2,0,0.870275803,0.163909196,0.170138889,15.39,9728,458073,5093186,0.48,0.035601823,San Bernardino Verbano,Piemonte,2667.557537,46,1.079490197
10.6,1243.666667,19.1,0.315495985,2.225572661,0.404466501,0.009455088,5.27,16857,482431,5075112,0,0.00175508,Casciago,Lombardia,404.5414224,983,1.191982032
11.35,1157,20.175,0.466834089,1.683533847,0,0.004733728,3.98,12551,479945,5056784,0,0,Casorate Sempione,Lombardia,690.9189694,774,1.364641385
11.55,1172.25,20.175,0,2.818801618,0.400328138,0.005854461,3.78,11689,486707,5057242,0,0.147518673,Cassano Magnago,Lombardia,1234.416468,1703,1.579281245
11,1264,18.8,0,1.056653077,0.12195122,0.404805915,4.92,9137,481649,5086577,0.17,0.067767467,Cassano Valcuvia,Lombardia,395.4718686,140,0.901203594
11.9,1134,20.5,0.820298072,3.035427542,1,0.002951472,3.76,13327,492154,5050896,0,0.090367887,Castellanza,Lombardia,692.0648812,2118,1.359125162
10.2,1268,18.7,0,0.593759361,0.00140056,0.093439364,1.85,9658,481712,5081319,0,0.002320119,Castello Cabiaglio,Lombardia,698.2393061,77,0.795146897
11.2,1216,19.7,0,1.232283932,0.288659794,0.030719483,4.24,12224,489180,5062561,0,0.368124983,Castelseprio,Lombardia,375.0865275,329,1.649832355
11.8,843.8,19.76,0,1.473781535,0.006042654,0.344936709,12.7,9980,708618,4897948,0.43,0.056142679,Casola Valsenio,Emilia-Romagna,8441.354644,34,1.569451415
11.9,771,17.1,0.13061833,2.130399181,0.001964637,0.326058201,8.26,11679,409657,4912858,0.36,0.053748985,Vicoforte,Piemonte,2573.631745,122,1.407427384
12.2,721,20.2,0,3.026117685,0.011219147,0.670711974,2.01,8643,414941,4961431,0.23,0.324655717,Santo Stefano Roero,Piemonte,1311.419606,98,1.183846078
12.9,714,19.4,0,2.046650745,0.007109005,0.539714868,4.12,9586,420357,4940796,0,0.084652238,Serralunga d'Alba,Piemonte,839.0773209,60,0.67629583
10.9,789,17.7,0,1.826412006,0.00550055,0.545454545,6,8901,425840,4934333,0.25,0.053710883,Serravalle Langhe,Piemonte,889.953143,37,1.724995789
12.1,724,18.8,0,2.920876432,0.002364066,0.676789588,4.2,9203,422618,4939507,0,0.219539134,Sinio,Piemonte,860.1152473,56,1.375752633
12.5,749,19.6,0.178983656,2.583715263,0.003250975,0.469652328,3.84,8430,440413,4959607,0,0,Agliano Terme,Piemonte,1544.84825,108,0.476635975
11.78,791.2,20.72,0,2.434195312,0.021119324,0.551948052,5.46,11139,419385,4992382,0,0.293399302,Albugnano,Piemonte,953.9888658,51,1.162962754
11.3,775,17.8,0,2.460922792,0,0.448186528,6.54,6886,421656,4931271,0.08,0.111948857,Somano,Piemonte,1168.483632,34,1.468329368
12.7,728.8,20.16,0,1.781099268,0.022956841,0.350546177,4.61,11277,431848,4965613,0,0.123959561,Antignano,Piemonte,1086.079267,92,1.545995526
11.6,799,20.6,0,2.505929443,0.006134969,0.493377483,5.67,8862,420812,4994382,0.08,0.3290456,Aramengo,Piemonte,1141.240264,56,0.920218342
12.7,779,20.06666667,0,1.488006553,0.00933126,0.442048518,3.34,11005,442066,4970131,0,0.188091575,Azzano d'Asti,Piemonte,643.4098286,61,1.431391562
12.5,733.6666667,20.56666667,0.012729454,2.724856295,0.412667946,0.211100099,3.74,10395,428482,4973013,0,0.309790762,Baldichieri d'Asti,Piemonte,506.603085,192,1.226769514
12.4,716,19.7,0,2.630193557,0.05520414,0.311881188,1.91,10307,412039,4955295,0,0.153689999,Sommariva Perno,Piemonte,1709.346393,161,1.190908102
11.8,766,18.2,0,2.064194147,0.277124183,0.711206897,3.77,9762,432100,4934763,0.4,0.036948865,Torre Bormida,Piemonte,718.2858237,28,1.044821546
11.65,811,17.2,0.164580541,1.980532164,0.02047502,0.214,4.85,10199,434945,4918693,0.33,0.078058326,Saliceto,Piemonte,2432.543182,59,1.018265344
12.65,733,18.925,0,1.739322138,0.003984064,0.600852273,6.37,8893,404549,4937217,0,0.205726213,Salmour,Piemonte,1269.602144,57,1.328542743
11.3,792.5,17.3,0,2.219647584,0.007936508,0.194029851,3.68,8815,423142,4920798,0.75,0.008763669,Torresina,Piemonte,382.2579514,17,1.382781626
12.05,720.25,19.225,0,2.407626438,0.022035677,0.653997379,3.6,9542,427520,4948882,0,0.145379132,Treiso,Piemonte,959.5607797,80,0.572613044
11.9,713,19.2,0,2.421196756,0.005752637,0.792134831,4.68,8124,429730,4946022,0.08,0.199044208,Trezzo Tinella,Piemonte,1052.529616,34,1.442166467
10.8,810,17.3,0,3.454833681,0.00804829,0.458333333,4.53,9495,425231,4926779,0.67,0.014219672,San Benedetto Belbo,Piemonte,484.5401802,38,0.984967369
12.6,742,18.3,0.193989779,2.279973861,0.012043925,0.26249369,9.82,9540,401682,4929400,0,0.061192729,Trinità,Piemonte,2833.668685,71,1.329751204
12.73333333,715.3333333,19.6,0,3.557624656,0.015027322,0.291015625,2.86,10838,415340,4947132,0,0.062846684,Verduno,Piemonte,715.7108645,71,1.501347583
12.56,703,19.98,0,3.33045861,0.077958894,0.349734684,2.19,9893,420400,4956946,0.07,0.232606903,Vezza d'Alba,Piemonte,1406.87686,151,1.459772365
11.85,779,17.15,0.242111627,2.435556301,0.038356164,0.258095698,3.92,9852,414051,4913447,0.31,0.105527305,San Michele Mondovì,Piemonte,1811.18942,113,1.358552202
12.66666667,745,18.33333333,0.109564718,2.129435521,0.004976893,0.348848369,9.8,8685,398427,4927058,0,0.052607232,Sant'Albano Stura,Piemonte,2745.435594,78,0.845284265
12.84,711,19.8,0.445638427,3.285886712,0.099206349,0.145700637,2.89,11442,415874,4950057,0,0.144613827,Santa Vittoria d'Alba,Piemonte,1007.580436,257,1.837181349
11.8,766,18.9,0.164200198,2.724859161,0.046550994,0.279415407,2.79,9159,438540,4950563,0,0.113761125,Santo Stefano Belbo,Piemonte,2357.215351,170,1.260908152
12.3,731,20.55,0,2.161108559,0.003700278,0.4,8.88,8933,415374,4969361,0,0.142942744,Cellarengo,Piemonte,1084.766421,60,1.414507897
12.7,722,20.3,0,1.637172709,0.032667877,0.213043478,3.88,9771,430121,4967535,0,0.108943642,Celle Enomondo,Piemonte,559.2816795,84,1.26497072
12.66666667,815.3333333,19.3,0.411296098,2.834794431,0.007234462,0.178959976,4.02,11273,448958,4957554,0,0.046243479,Nizza Monferrato,Piemonte,3036.316271,330,1.073020269
11.275,810,18,0,1.757763681,0,0.865384615,3.69,8178,440587,4936790,0.83,0.008901549,Olmo Gentile,Piemonte,561.6995249,20,1.62031682
12,780,20.8,0,2.451086855,0.028122415,0.704444444,5.34,10228,422290,4989652,0,0.400407451,Passerano Marmorito,Piemonte,1202.604401,38,0.8908229
12.88,898.2,19.32,0.238684549,1.096510943,0.181818182,0.098199673,7.61,13297,462030,4964307,0,0.018202744,Borgoratto Alessandrino,Piemonte,660.3407136,91,0.804047559
12.725,829,19.725,0.531078794,1.226946276,0.023454158,0.087837838,6.18,10664,450145,4969504,0,0.038664059,Cerro Tanaro,Piemonte,465.2853584,131,1.015995982
12.3,782,18.7,0,2.630299734,0.00360036,0.697368421,3.15,7761,440620,4943815,0.38,0.060129565,Cessole,Piemonte,1177.786729,39,1.563105506
12.3,758,20.6,0.412773511,2.620404182,0.032258065,0.326771654,2.35,10064,430683,4981519,0,0.36636326,Chiusano d'Asti,Piemonte,241.7020042,95,1.034574084
12.3,754,20.6,0,1.946405942,0.018587361,0.318082789,8.95,9342,428731,4979862,0,0.427159597,Cinaglio,Piemonte,550.4528189,87,0.909280588
12.1,810,20.3,0.173609113,3.706250661,0.014783527,0.661710037,7.97,9379,441838,4986181,0,0.020631601,Penango,Piemonte,956.301092,60,0.085181649
12.1,764,20.8,0,3.131227857,0.013498313,0.570422535,3.61,8667,426032,4985754,0.1,0.2916912,Piea,Piemonte,900.1295894,67,0.955541359
11.7,786,20.6,0,1.626348508,0.049382716,0.053097345,4.18,7822,420251,4989465,0,0.335301323,Pino d'Asti,Piemonte,408.2045025,56,1.244849711
12.35,705.75,20.325,0,1.537007102,0.798122066,0.10475423,1.77,8832,421095,4965085,0.08,0.404692246,Cisterna d'Asti,Piemonte,1073.26143,118,0.995822289
12.4,712,19.6,0,2.427919473,0.009708738,0.616666667,3.33,7581,432826,4953089,0,0.021808392,Coazzolo,Piemonte,404.8874219,73,0.347461308
11.5,803,20.5,0.206044856,2.696479399,0.059630292,0.329220779,7.56,12017,424912,4993391,0,0.278963359,Cocconato,Piemonte,1652.255211,97,1.159034691
12.325,774.25,20.575,0,3.214984542,0.017475728,0.24260355,5.79,11644,433374,4983605,0,0.285770502,Corsione,Piemonte,508.239535,36,0.984392203
12.42,793.2,20.26,0,2.095364332,0.046617916,0.58684739,2.69,10939,441870,4977568,0,0.311561671,Portacomaro,Piemonte,1100.357238,181,0.952360758
12.3,868.3333333,19,0.272604944,1.933554753,0.067567568,0.306532663,3.08,8790,456367,4955342,0,0.098138689,Quaranti,Piemonte,285.8221802,69,0.634749037
12.5,827,20,0,3.12068609,0.036501901,0.433974359,4.13,10548,448346,4975336,0,0.386091527,Refrancore,Piemonte,1320.494891,123,1.408462334
12.875,968.75,19.075,0.090376813,2.031279112,0.004467277,0.110665597,18.07,11197,476692,4962922,0,0.008547105,Bosco Marengo,Piemonte,4452.967101,56,0.747196172
